"id","created","salarymx","salaryusd","extramx","extrausd","variation","english_num","english_label","age","experience","seniority","country","city","profile","edutype","orgtype","emptype","remote","gender","education","act_dba","act_req","act_arq","act_bi","act_cap","act_datascience","act_spi","act_cons","act_prog","act_mobile","act_front","act_devrel","act_dir","act_doc","act_techwrite","act_infra","act_erp","act_dataeng","act_techsales","act_pm","act_iot","act_infosec","act_soporte","act_test","act_uxd","act_ventas","lang_bash","lang_csharp","lang_clang","lang_cobol","lang_delphi","lang_elixir","lang_go","lang_groovy","lang_java","lang_js","lang_kotlin","lang_perl","lang_php","lang_plsql","lang_python","lang_ruby","lang_rust","lang_scala","lang_swift","lang_vbnet","mobile_phonegap","mobile_flutter","mobile_ionic","mobile_java_android","mobile_java_kotlin","mobile_objc","mobile_reactnative","mobile_swift","mobile_xamarin","front_angular","front_django","front_laravel","front_nextjs","front_react","front_ror","front_semanticui","front_springboot","front_svelte","front_vue","front_xamarin","db_dynamo","db_cosmos","db_cassandra","db_elastic","db_firebasert","db_firestore","db_DB2","db_sqlserver","db_mongoDB","db_mysql","db_neo4j","db_oracle","db_pgsql","db_redis","db_sap","db_snowflake","dsc_alteryx","dsc_sagemaker","dsc_azureml","dsc_dataiku","dsc_datarobot","dsc_domino","dsc_h2o","dsc_spss","dsc_watson","dsc_julia","dsc_keras","dsc_knime","dsc_matlab","dsc_pytorch","dsc_rlang","dsc_rapidminer","dsc_sas","dsc_scikit","dsc_tf","dataeng_athena","dataeng_airflow","dataeng_beam","dataeng_spark","dataeng_databand","dataeng_dbt","dataeng_fivetran","dataeng_greatexp","dataeng_hadoop","dataeng_keboola","infra_ansible","infra_chef","infra_consul","infra_datadog","infra_docker","infra_dynatrace","infra_istio","infra_jenkins","infra_k8s","infra_newrelic","infra_oshift","infra_ostack","infra_puppet","infra_spinnaker","infra_terraform","infra_vmware","cert_agile","cert_android","cert_awsdev","cert_awsarch","cert_ba","cert_cisco","cert_cobit","cert_entarch","cert_cgeit","cert_gcloudarch","cert_gdata","cert_gweb","cert_itilint","cert_itilpra","cert_java","cert_linux","cert_msass","cert_msexp","cert_oracle","cert_pmp","cert_sap","cert_scrum","cert_infosec","cert_sixsigma","cert_testing2","cert_testing1","ben_equity","ben_car","ben_family","ben_edu","ben_bonus","ben_housing","ben_parking","ben_gas","ben_gym","ben_flexhours","ben_homeoffice","ben_loan","ben_healthmajor","ben_healthminor","ben_lifeins","ben_cafeteria","ben_cellphone","ben_vouchers","covid_remoto","covid_salario","covid_carga","covid_apoyo","vacaciones","aguinaldo"
4565,"2022-01-11 17:16:55.606327000",25000,0,32000,0,5,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,5,1,México,Valle de México,godin,autodidacta,corp,nomina,N,hombre,universidad,,,Y,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,remote,,,,,
4567,"2022-01-11 17:17:21.754318000",75000,0,100000,0,10,5,Nativo o bilingue (ILR 5),40,17,4,México,Guadalajara,godin,escuela,isv,nomina,Y,hombre,maestria,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,Y,Y,,Y,Y,Y,,,Y,remote,,,"['computadora', 'muebles', 'internet']",,
4568,"2022-01-11 17:17:31.022278000",0,150,0,150,50,1,Elemental: Sé lo básico para sobrevivir (ILR 1),23,33,1,Otro,Villa Bruzual portuguesa,godin,online,startup,nomina,Y,hombre,pasante,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,,,,,
4569,"2022-01-11 17:17:32.188681000",0,600,0,700,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),30,7,1,Colombia,Jamundi,godin,escuela,isv,nomina,Y,hombre,universidad,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,remote,,,,,
4570,"2022-01-11 17:17:33.738785000",58333,0,124000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),37,17,1,México,Mérida,godin,escuela,isv,nomina,Y,hombre,universidad,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,Y,Y,Y,Y,Y,,Y,Y,remote,,,"['computadora', 'internet']",,
4571,"2022-01-11 17:18:09.838490000",70000,0,900000,0,4,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),45,24,3,México,Valle de México,godin,escuela,itservices,nomina,Y,mujer,maestria,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,Y,,,,Y,,,Y,remote,,,"['muebles', 'internet']",,
4572,"2022-01-11 17:18:13.555191000",67000,0,100000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),40,21,1,México,Monterrey,godin,escuela,itservices,nomina,N,hombre,pasante,,,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,remote,,,,,
4573,"2022-01-11 17:18:17.876876000",60000,0,135000,0,20,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),35,12,2,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,remote,,,"['computadora', 'muebles', 'internet']",,
4574,"2022-01-11 17:18:18.815855000",56000,0,100000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),22,3,0,México,Querétaro,godin,escuela,isv,nomina,Y,hombre,pasante,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,,Y,remote,,,"['computadora', 'muebles']",,
4575,"2022-01-11 17:18:33.223854000",30000,0,0,0,25,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,3,3,México,Colima,godin,online,itservices,hibrido,Y,mujer,universidad,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,remote,,,"['computadora', 'muebles', 'internet']",,
4576,"2022-01-11 17:18:49.051274000",35000,0,558000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),32,9,1,México,Hermosillo,godin,online,isv,nomina,Y,hombre,maestria,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,remote,,,computadora,,
4577,"2022-01-11 17:18:59.241229000",17000,0,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),46,20,1,México,Uruapan,godin,escuela,itservices,nomina,Y,mujer,universidad,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,remote,,,,,
4578,"2022-01-11 17:19:06.625834000",94000,0,200000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),38,18,16,México,Valle de México,directivo,autodidacta,itservices,emprendedor,N,hombre,universidad,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,Y,,,Y,,,,,,Y,,remote,,,,,
4579,"2022-01-11 17:19:52.134054000",70000,0,100000,0,2,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),26,3,1,México,Toluca,godin,escuela,itservices,hibrido,Y,hombre,pasante,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,Y,,Y,,Y,,,Y,remote,,,"['computadora', 'muebles', 'internet']",,
4580,"2022-01-11 17:19:54.224293000",67000,0,40000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),31,9,3,México,Valle de México,godin,escuela,itservices,nomina,N,hombre,universidad,,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,remote,,,"['computadora', 'internet']",,
4581,"2022-01-11 17:20:01.487854000",0,23000,0,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),46,20,1,Estados Unidos,San Jose,godin,escuela,itservices,nomina,Y,hombre,universidad,,,Y,,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,Y,,Y,,Y,,,,remote,,,"['computadora', 'muebles']",,
4582,"2022-01-11 17:20:05.946184000",0,4000,0,55000,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),27,6,1,Estados Unidos,Valle de México,godin,trabajo,itservices,nomina,Y,hombre,pasante,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,remote,,,"['computadora', 'muebles']",,
4583,"2022-01-11 17:20:12.778949000",50000,0,20000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),47,22,4,México,Valle de México,godin,escuela,itservices,nomina,Y,hombre,maestria,,Y,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,Y,remote,,,,,
4584,"2022-01-11 17:20:34.375602000",100000,0,100000,0,10,5,Nativo o bilingue (ILR 5),28,6,3,México,León,godin,autodidacta,isv,nomina,Y,hombre,prepa,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,Y,Y,Y,Y,Y,Y,,Y,Y,semipresencial,,,"['computadora', 'muebles', 'internet']",,
4585,"2022-01-11 17:20:39.074809000",50000,0,20000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),32,11,2,México,Valle de México,godin,escuela,itservices,hibrido,N,hombre,posgrado,,,Y,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,,,,,
4586,"2022-01-11 17:20:45.573814000",0,3975,0,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,6,0,España,Valle de México,independiente,autodidacta,isv,freelance,Y,mujer,universidad,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote,,,"['computadora', 'muebles']",,
4588,"2022-01-11 17:21:19.780903000",60000,0,100000,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),23,3,1,México,Guadalajara,godin,bootcamp,startup,nomina,Y,hombre,universidad,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,Y,Y,Y,,Y,Y,Y,Y,,Y,remote,,,computadora,,
4589,"2022-01-11 17:21:51.819231000",35000,0,15000,0,60,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,4,1,México,Acapulco,godin,escuela,startup,nomina,Y,hombre,universidad,Y,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,,,computadora,,
4590,"2022-01-11 17:22:23.134860000",55000,0,130000,0,400,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,2,1,México,Colima,godin,escuela,isv,nomina,Y,mujer,universidad,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,remote,,,"['computadora', 'internet']",,
4591,"2022-01-11 17:23:52.066108000",22000,0,350000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),34,12,1,México,Guadalajara,godin,escuela,corp,nomina,N,hombre,universidad,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,,remote,,,,,
4592,"2022-01-11 17:24:02.593375000",85000,0,80000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),38,15,1,México,Guadalajara,godin,escuela,isv,nomina,Y,mujer,universidad,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,,Y,remote,,,computadora,,
4593,"2022-01-11 17:24:08.688325000",60000,0,100000,0,4,5,Nativo o bilingue (ILR 5),38,5,1,México,Guadalajara,godin,trabajo,startup,nomina,Y,hombre,pasante,,,,,,,,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,Y,,,,,,Y,Y,,Y,Y,Y,,Y,Y,semipresencial,,,"['computadora', 'internet']",,
4594,"2022-01-11 17:24:50.499066000",100000,0,50000,0,30,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),27,7,2,México,Monterrey,godin,escuela,startup,nomina,Y,hombre,tecnica,,,Y,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,Y,Y,remote,,,"['computadora', 'internet']",,
4595,"2022-01-11 17:25:10.481262000",71000,0,300000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),42,16,9,México,Valle de México,godin,online,corp,nomina,Y,hombre,maestria,,,,,,,,,,,,,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,Y,Y,Y,Y,,Y,Y,,Y,remote,,,"['computadora', 'internet']",,
4596,"2022-01-11 17:25:19.172246000",0,6000,0,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,17,1,Canada,Puebla,independiente,autodidacta,itservices,honorarios,Y,hombre,prepa,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,,,,,
4597,"2022-01-11 17:25:59.492804000",100000,8000,100000,15000,15,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),30,7,1,México,San Luis Potosí,godin,escuela,itservices,nomina,Y,hombre,universidad,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,,Y,remote,,,computadora,,
4598,"2022-01-11 17:26:05.382061000",0,6000,0,82000,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),29,9,0,Estados Unidos,Guadalajara,godin,escuela,startup,honorarios,Y,hombre,universidad,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,remote,,,,,
4599,"2022-01-11 17:26:26.791819000",24000,0,30000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,2,2,México,Valle de México,godin,escuela,gobierno,honorarios,N,mujer,pasante,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onsite,,,,,
4601,"2022-01-11 17:27:44.534592000",48000,0,150000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),36,15,4,México,Monterrey,godin,escuela,corp,nomina,N,hombre,maestria,,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,Y,Y,Y,Y,Y,,,Y,remote,,,computadora,,
4602,"2022-01-11 17:28:49.353996000",65000,0,167000,0,60,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),33,11,1,México,León,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,,Y,,,Y,remote,,,"['computadora', 'muebles', 'internet']",,
4603,"2022-01-11 17:29:08.384099000",45000,0,490000,0,10,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),32,10,4,México,San Luis Potosí,godin,escuela,corp,nomina,N,hombre,universidad,,,,,,,,,Y,,Y,,,,,,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,Y,Y,,Y,,Y,Y,,Y,semipresencial,,,,,
4604,"2022-01-11 17:29:10.385002000",60000,0,75000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),26,4,2,México,Valle de México,godin,escuela,itservices,nomina,N,hombre,universidad,,,,,,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,Y,,Y,,Y,,,Y,remote,,,"['computadora', 'internet']",,
4605,"2022-01-11 17:29:16.473006000",0,5250,0,61423,140,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),30,4,0,Estados Unidos,Guadalajara,godin,online,isv,freelance,Y,hombre,universidad,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,remote,,,,,
4606,"2022-01-11 17:29:49.384068000",50000,0,0,0,45,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),35,11,1,México,Valle de México,godin,escuela,startup,nomina,N,mujer,pasante,,,,,,,Y,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,remote,,,"['computadora', 'muebles', 'internet']",,
4607,"2022-01-11 17:30:25.338851000",45000,0,15000,0,3,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),40,20,5,México,Monterrey,godin,escuela,itservices,nomina,Y,mujer,universidad,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,Y,,Y,,Y,,,Y,remote,,,internet,,
